year,class,round,session,pos,rider_id,number,team,maker,points,result
2001,250cc,5,RAC,,cesar-barros,23,Yamaha Kurz,ヤマハ,,DNF
2001,250cc,5,RAC,,diego-giugovaz,55,Edo Racing,ヤマハ,,DNF
2001,250cc,6,RAC,1,daijiro-kato,74,Telefonica Movistar Honda,ホンダ,25,FIN
2001,250cc,6,RAC,2,tetsuya-harada,31,MS Aprilia Racing,アプリリア,20,FIN
2001,250cc,6,RAC,3,roberto-rolfo,44,Safilo Oxydo Race,アプリリア,16,FIN
2001,250cc,6,RAC,4,roberto-locatelli,15,MS Eros Ramazzotti Racing,アプリリア,13,FIN
2001,250cc,6,RAC,5,fonsi-nieto,10,Valencia Circuit Aspar Team,アプリリア,11,FIN
2001,250cc,6,RAC,6,jeremy-mcwilliams,99,MS Aprilia Racing,アプリリア,10,FIN
2001,250cc,6,RAC,7,emilio-alzamora,7,Telefonica Movistar Honda,ホンダ,9,FIN
2001,250cc,6,RAC,8,randy-de-puniet,81,Equipe de France - Scrab G,アプリリア,8,FIN
2001,250cc,6,RAC,9,alex-hofmann,66,Dark Dog Racing Factory,アプリリア,7,FIN
2001,250cc,6,RAC,10,naoki-matsudo,8,Petronas Sprinta Yamaha T,ヤマハ,6,FIN
2001,250cc,6,RAC,11,alex-debon,6,Valencia Circuit Aspar Team,アプリリア,5,FIN
2001,250cc,6,RAC,12,shahrol-yuzy,18,Petronas Sprinta Yamaha T,ヤマハ,4,FIN
2001,250cc,6,RAC,13,taro-sekiguchi,46,Edo Racing,ヤマハ,3,FIN
2001,250cc,6,RAC,14,sebastian-porto,9,Yamaha Kurz,ヤマハ,2,FIN
2001,250cc,6,RAC,15,klaus-nohles,12,MS Aprilia Racing,アプリリア,1,FIN
2001,250cc,6,RAC,16,david-checa,42,Team Fomma,ホンダ,,FIN
2001,250cc,6,RAC,17,luca-boscoscuro,37,Campetella Racing,アプリリア,,FIN
2001,250cc,6,RAC,18,sylvain-guintoli,50,Equipe de France - Scrab G,アプリリア,,FIN
2001,250cc,6,RAC,19,lorenzo-lanzi,57,Campetella Racing,アプリリア,,FIN
2001,250cc,6,RAC,20,franco-battaini,21,MS Eros Ramazzotti Racing,アプリリア,,FIN
2001,250cc,6,RAC,21,jose-david-de-gea,22,Antena 3 Yamaha-d'Antin,ヤマハ,,FIN
2001,250cc,6,RAC,22,david-tomas,16,By Queroseno Racing Team,ホンダ,,FIN
2001,250cc,6,RAC,23,riccardo-chiarello,11,Aprilia Grand Prix,アプリリア,,FIN
2001,250cc,6,RAC,24,alvaro-molina,38,Kolmer Racing Team,ヤマハ,,FIN
2001,250cc,6,RAC,25,luis-costa,36,Antena 3 Yamaha-d'Antin,ヤマハ,,FIN
2001,250cc,6,RAC,26,katja-poensgen,98,Dark Dog Racing Factory,アプリリア,,FIN
2001,250cc,6,RAC,,marco-melandri,5,MS Aprilia Racing,アプリリア,,DNF
2001,250cc,6,RAC,,jeronimo-vidal,20,PR2 Metrored,アプリリア,,DNF
2001,250cc,6,RAC,,stuart-edwards,45,FCC-TSR,ホンダ,,DNF
2001,250cc,6,RAC,,ernesto-vidal,20,PR2 Metrored,アプリリア,,DNF
2001,250cc,7,RAC,1,jeremy-mcwilliams,99,MS Aprilia Racing,アプリリア,25,FIN
2001,250cc,7,RAC,2,emilio-alzamora,7,Telefonica Movistar Honda,ホンダ,20,FIN
2001,250cc,7,RAC,3,jose-david-de-gea,22,Antena 3 Yamaha-d'Antin,ヤマハ,16,FIN
2001,250cc,7,RAC,4,sylvain-guintoli,50,Equipe de France - Scrab G,アプリリア,13,FIN
2001,250cc,7,RAC,5,franco-battaini,21,MS Eros Ramazzotti Racing,アプリリア,11,FIN
2001,250cc,7,RAC,6,marco-melandri,5,MS Aprilia Racing,アプリリア,10,FIN
2001,250cc,7,RAC,7,luca-boscoscuro,37,Campetella Racing,アプリリア,9,FIN
2001,250cc,7,RAC,8,riccardo-chiarello,11,Aprilia Grand Prix,アプリリア,8,FIN
2001,250cc,7,RAC,9,jeronimo-vidal,20,PR2 Metrored,アプリリア,7,FIN
2001,250cc,7,RAC,10,david-tomas,16,By Queroseno Racing Team,ホンダ,6,FIN
2001,250cc,7,RAC,11,daijiro-kato,74,Telefonica Movistar Honda,ホンダ,5,FIN
2001,250cc,7,RAC,12,alex-hofmann,66,Dark Dog Racing Factory,アプリリア,4,FIN
2001,250cc,7,RAC,13,randy-de-puniet,81,Equipe de France - Scrab G,アプリリア,3,FIN
2001,250cc,7,RAC,14,sebastian-porto,9,Yamaha Kurz,ヤマハ,2,FIN
2001,250cc,7,RAC,15,jarno-boesveld,61,Performance Racing,ヤマハ,1,FIN
2001,250cc,7,RAC,16,lorenzo-lanzi,57,Campetella Racing,アプリリア,,FIN
2001,250cc,7,RAC,17,roberto-locatelli,15,MS Eros Ramazzotti Racing,アプリリア,,FIN
2001,250cc,7,RAC,18,klaus-nohles,12,MS Aprilia Racing,アプリリア,,FIN
2001,250cc,7,RAC,19,naoki-matsudo,8,Petronas Sprinta Yamaha T,ヤマハ,,FIN
2001,250cc,7,RAC,20,alex-debon,6,Valencia Circuit Aspar Team,アプリリア,,FIN
2001,250cc,7,RAC,21,gert-pieper,60,Car Centre Nijmegen,ホンダ,,FIN
2001,250cc,7,RAC,22,luis-costa,36,Antena 3 Yamaha-d'Antin,ヤマハ,,FIN
2001,250cc,7,RAC,23,arnold-litjens,63,M.R.T.T. Hugen Racing,ホンダ,,FIN
2001,250cc,7,RAC,24,tetsuya-harada,31,MS Aprilia Racing,アプリリア,,FIN
2001,250cc,7,RAC,25,cesar-barros,23,Yamaha Kurz,ヤマハ,,FIN
2001,250cc,7,RAC,26,shahrol-yuzy,18,Petronas Sprinta Yamaha T,ヤマハ,,FIN
2001,250cc,7,RAC,,katja-poensgen,98,Dark Dog Racing Factory,アプリリア,,DNF
2001,250cc,7,RAC,,diego-giugovaz,55,Edo Racing,ヤマハ,,DNF
2001,250cc,7,RAC,,jason-di-salvo,62,Cruise America Gr. Prix Raci,ホンダ,,DNF
2001,250cc,7,RAC,,roberto-rolfo,44,Safilo Oxydo Race,アプリリア,,DNF
2001,250cc,7,RAC,,stuart-edwards,45,FCC-TSR,ホンダ,,DNF
2001,250cc,7,RAC,,david-checa,42,Team Fomma,ホンダ,,DNF
2001,250cc,7,RAC,,fonsi-nieto,10,Valência Circuit - Aspar Team,アプリリア,,DNS
2001,250cc,8,RAC,1,daijiro-kato,74,Telefonica Movistar Honda,ホンダ,25,FIN
2001,250cc,8,RAC,2,roberto-rolfo,44,Safilo Oxydo Race,アプリリア,20,FIN
2001,250cc,8,RAC,3,marco-melandri,5,MS Aprilia Racing,アプリリア,16,FIN
2001,250cc,8,RAC,4,emilio-alzamora,7,Telefonica Movistar Honda,ホンダ,13,FIN
2001,250cc,8,RAC,5,naoki-matsudo,8,Petronas Sprinta Yamaha T,ヤマハ,11,FIN
2001,250cc,8,RAC,6,fonsi-nieto,10,Valencia Circuit Aspar Team,アプリリア,10,FIN
2001,250cc,8,RAC,7,sylvain-guintoli,50,Equipe de France - Scrab G,アプリリア,9,FIN
2001,250cc,8,RAC,8,alex-debon,6,Valencia Circuit Aspar Team,アプリリア,8,FIN
2001,250cc,8,RAC,9,alex-hofmann,66,Dark Dog Racing Factory,アプリリア,7,FIN
2001,250cc,8,RAC,10,shahrol-yuzy,18,Petronas Sprinta Yamaha T,ヤマハ,6,FIN
2001,250cc,8,RAC,11,david-checa,42,Team Fomma,ホンダ,5,FIN
2001,250cc,8,RAC,12,klaus-nohles,12,MS Aprilia Racing,アプリリア,4,FIN
2001,250cc,8,RAC,13,franco-battaini,21,MS Eros Ramazzotti Racing,アプリリア,3,FIN
2001,250cc,8,RAC,14,lorenzo-lanzi,57,Campetella Racing,アプリリア,2,FIN
2001,250cc,8,RAC,15,luca-boscoscuro,37,Campetella Racing,アプリリア,1,FIN
2001,250cc,8,RAC,16,david-tomas,16,By Queroseno Racing Team,ホンダ,,FIN
2001,250cc,8,RAC,17,jose-david-de-gea,22,Antena 3 Yamaha-d'Antin,ヤマハ,,FIN
2001,250cc,8,RAC,18,tetsuya-harada,31,MS Aprilia Racing,アプリリア,,FIN
2001,250cc,8,RAC,19,stuart-edwards,45,FCC-TSR,ホンダ,,FIN
2001,250cc,8,RAC,20,diego-giugovaz,55,Edo Racing,ヤマハ,,FIN
2001,250cc,8,RAC,21,luis-costa,36,Antena 3 Yamaha-d'Antin,ヤマハ,,FIN
2001,250cc,8,RAC,22,jason-di-salvo,62,Cruise America Gr. Prix Raci,ホンダ,,FIN
2001,250cc,8,RAC,23,katja-poensgen,98,Dark Dog Racing Factory,アプリリア,,FIN
2001,250cc,8,RAC,24,michale-herzberg,67,EPS Racing,ヤマハ,,FIN
2001,250cc,8,RAC,25,cesar-barros,23,Yamaha Kurz,ヤマハ,,FIN
2001,250cc,8,RAC,,stuart-easton,68,Monster-Mob,ホンダ,,DNF
2001,250cc,8,RAC,,riccardo-chiarello,11,Aprilia Grand Prix,アプリリア,,DNF
2001,250cc,8,RAC,,sebastian-porto,9,Yamaha Kurz,ヤマハ,,DNF
2001,250cc,8,RAC,,jeronimo-vidal,20,PR2 Metrored,アプリリア,,DNF
2001,250cc,8,RAC,,jeremy-mcwilliams,99,MS Aprilia Racing,アプリリア,,DNF
2001,250cc,8,RAC,,gary-jackson,59,Team Jackson,ホンダ,,DNF
2001,250cc,8,RAC,,randy-de-puniet,81,Equipe de France - Scrab G,アプリリア,,DNF
2001,250cc,8,RAC,,roberto-locatelli,15,MS Eros Ramazzotti Racing,アプリリア,,DNS
2001,250cc,8,RAC,,shane-norval,58,Right Track Racing,ホンダ,,DNS
2001,250cc,9,RAC,1,marco-melandri,5,MS Aprilia Racing,アプリリア,25,FIN
2001,250cc,9,RAC,2,daijiro-kato,74,Telefonica Movistar Honda,ホンダ,20,FIN
2001,250cc,9,RAC,3,tetsuya-harada,31,MS Aprilia Racing,アプリリア,16,FIN
2001,250cc,9,RAC,4,roberto-rolfo,44,Safilo Oxydo Race,アプリリア,13,FIN
2001,250cc,9,RAC,5,randy-de-puniet,81,Equipe de France - Scrab G,アプリリア,11,FIN
2001,250cc,9,RAC,6,alex-debon,6,Valencia Circuit Aspar Team,アプリリア,10,FIN
2001,250cc,9,RAC,7,alex-hofmann,66,Dark Dog Racing Factory,アプリリア,9,FIN
2001,250cc,9,RAC,8,naoki-matsudo,8,Petronas Sprinta Yamaha T,ヤマハ,8,FIN
2001,250cc,9,RAC,9,franco-battaini,21,MS Eros Ramazzotti Racing,アプリリア,7,FIN
2001,250cc,9,RAC,10,fonsi-nieto,10,Valencia Circuit Aspar Team,アプリリア,6,FIN
2001,250cc,9,RAC,11,shahrol-yuzy,18,Petronas Sprinta Yamaha T,ヤマハ,5,FIN
2001,250cc,9,RAC,12,lorenzo-lanzi,57,Campetella Racing,アプリリア,4,FIN
2001,250cc,9,RAC,13,jeronimo-vidal,20,PR2 Metrored,アプリリア,3,FIN
2001,250cc,9,RAC,14,riccardo-chiarello,11,Aprilia Grand Prix,アプリリア,2,FIN
2001,250cc,9,RAC,15,david-tomas,16,By Queroseno Racing Team,ホンダ,1,FIN
2001,250cc,9,RAC,16,dirk-heidolf,75,Freudenberg Racing Team,ヤマハ,,FIN
2001,250cc,9,RAC,17,christian-gemmel,76,Kiefer Castrol Honda Racing,ホンダ,,FIN
2001,250cc,9,RAC,18,max-neukirchner,78,ADAC Sachsen,ホンダ,,FIN
2001,250cc,9,RAC,19,luis-costa,36,Antena 3 Yamaha-d'Antin,ヤマハ,,FIN
2001,250cc,9,RAC,20,katja-poensgen,98,Dark Dog Racing Factory,アプリリア,,FIN
2001,250cc,9,RAC,,sylvain-guintoli,50,Equipe de France - Scrab G,アプリリア,,DNF
2001,250cc,9,RAC,,klaus-nohles,12,MS Aprilia Racing,アプリリア,,DNF
2001,250cc,9,RAC,,cesar-barros,23,Yamaha Kurz,ヤマハ,,DNF
2001,250cc,9,RAC,,stuart-edwards,45,FCC-TSR,ホンダ,,DNF
2001,250cc,9,RAC,,diego-giugovaz,55,Edo Racing,ヤマハ,,DNF
2001,250cc,9,RAC,,emilio-alzamora,7,Telefonica Movistar Honda,ホンダ,,DNF
2001,250cc,9,RAC,,jeremy-mcwilliams,99,MS Aprilia Racing,アプリリア,,DNF
2001,250cc,9,RAC,,marcel-schneider,77,Kiefer Castrol Honda Racing,ホンダ,,DNF
2001,250cc,9,RAC,,david-checa,42,Team Fomma,ホンダ,,DNF
2001,250cc,9,RAC,,jose-david-de-gea,22,Antena 3 Yamaha-d'Antin,ヤマハ,,DNF
2001,250cc,9,RAC,,sebastian-porto,9,Yamaha Kurz,ヤマハ,,DNF
2001,250cc,9,RAC,,luca-boscoscuro,37,Campetella Racing,アプリリア,,DNF
2001,250cc,9,RAC,,roberto-locatelli,15,MS Eros Ramazzotti Racing,アプリリア,,DNF
2001,250cc,9,RAC,,vincent-philippe,25,Tecmas Racing,ホンダ,,DNS
2001,250cc,10,RAC,1,tetsuya-harada,31,MS Aprilia Racing,アプリリア,25,FIN
2001,250cc,10,RAC,2,marco-melandri,5,MS Aprilia Racing,アプリリア,20,FIN
2001,250cc,10,RAC,3,daijiro-kato,74,Telefonica Movistar Honda,ホンダ,16,FIN
2001,250cc,10,RAC,4,fonsi-nieto,10,Valencia Circuit Aspar Team,アプリリア,13,FIN
2001,250cc,10,RAC,5,roberto-rolfo,44,Safilo Oxydo Race,アプリリア,11,FIN
2001,250cc,10,RAC,6,randy-de-puniet,81,Equipe de France - Scrab G,アプリリア,10,FIN
2001,250cc,10,RAC,7,emilio-alzamora,7,Telefonica Movistar Honda,ホンダ,9,FIN
2001,250cc,10,RAC,8,sebastian-porto,9,Dark Dog Yamaha Kurz,ヤマハ,8,FIN
2001,250cc,10,RAC,9,naoki-matsudo,8,Petronas Sprinta Yamaha T,ヤマハ,7,FIN
2001,250cc,10,RAC,10,alex-debon,6,Valencia Circuit Aspar Team,アプリリア,6,FIN
2001,250cc,10,RAC,11,klaus-nohles,12,MS Aprilia Racing,アプリリア,5,FIN
2001,250cc,10,RAC,12,roberto-locatelli,15,MS Eros Ramazzotti Racing,アプリリア,4,FIN
2001,250cc,10,RAC,13,sylvain-guintoli,50,Equipe de France - Scrab G,アプリリア,3,FIN
2001,250cc,10,RAC,14,franco-battaini,21,MS Eros Ramazzotti Racing,アプリリア,2,FIN
2001,250cc,10,RAC,15,lorenzo-lanzi,57,Campetella Racing,アプリリア,1,FIN
2001,250cc,10,RAC,16,taro-sekiguchi,46,Edo Racing,ヤマハ,,FIN
2001,250cc,10,RAC,17,luca-boscoscuro,37,Campetella Racing,アプリリア,,FIN
2001,250cc,10,RAC,18,david-checa,42,Team Fomma,ホンダ,,FIN
2001,250cc,10,RAC,19,jose-david-de-gea,22,Antena 3 Yamaha-d'Antin,ヤマハ,,FIN
2001,250cc,10,RAC,20,riccardo-chiarello,11,Aprilia Grand Prix,アプリリア,,FIN
2001,250cc,10,RAC,21,david-tomas,16,By Queroseno Racing Team,ホンダ,,FIN
2001,250cc,10,RAC,22,jeronimo-vidal,20,PR2 Metrored,アプリリア,,FIN
2001,250cc,10,RAC,23,jay-vincent,24,QUB Team Optimum,ヤマハ,,FIN
2001,250cc,10,RAC,24,luis-costa,36,Antena 3 Yamaha-d'Antin,ヤマハ,,FIN
2001,250cc,10,RAC,25,gabor-rizmayer,83,Biro Racing Team,ホンダ,,FIN
2001,250cc,10,RAC,26,jason-di-salvo,62,Cruise America G.P. Racing,ホンダ,,FIN
2001,250cc,10,RAC,27,norman-rank,79,MSC Schleizer Dreieck,ホンダ,,FIN
2001,250cc,10,RAC,28,cesar-barros,23,Dark Dog Yamaha Kurz,ヤマハ,,FIN
2001,250cc,10,RAC,,shahrol-yuzy,18,Petronas Sprinta Yamaha T,ヤマハ,,DNF
2001,250cc,10,RAC,,jeremy-mcwilliams,99,MS Aprilia Racing,アプリリア,,DNF
2001,250cc,10,RAC,,vladimir-castka,80,Edo Racing,ヤマハ,,DNF
2001,250cc,10,RAC,,stuart-edwards,45,FCC-TSR,ホンダ,,DNF
2001,250cc,10,RAC,,alex-hofmann,66,Racing Factory,アプリリア,,DNS
2001,250cc,11,RAC,1,daijiro-kato,74,Telefonica Movistar Honda,ホンダ,25,FIN
2001,250cc,11,RAC,2,marco-melandri,5,MS Aprilia Racing,アプリリア,20,FIN
2001,250cc,11,RAC,3,tetsuya-harada,31,MS Aprilia Racing,アプリリア,16,FIN
2001,250cc,11,RAC,4,roberto-rolfo,44,Safilo Oxydo Race,アプリリア,13,FIN
2001,250cc,11,RAC,5,jeremy-mcwilliams,99,MS Aprilia Racing,アプリリア,11,FIN
2001,250cc,11,RAC,6,naoki-matsudo,8,Petronas Sprinta Yamaha T,ヤマハ,10,FIN
2001,250cc,11,RAC,7,fonsi-nieto,10,Valencia Circuit Aspar Team,アプリリア,9,FIN
2001,250cc,11,RAC,8,david-checa,42,Team Fomma,ホンダ,8,FIN
2001,250cc,11,RAC,9,franco-battaini,21,MS Eros Ramazzotti Racing,アプリリア,7,FIN
2001,250cc,11,RAC,10,shahrol-yuzy,18,Petronas Sprinta Yamaha T,ヤマハ,6,FIN
2001,250cc,11,RAC,11,klaus-nohles,12,MS Aprilia Racing,アプリリア,5,FIN
2001,250cc,11,RAC,12,alex-debon,6,Valencia Circuit Aspar Team,アプリリア,4,FIN
2001,250cc,11,RAC,13,jose-david-de-gea,22,Antena 3 Yamaha-d'Antin,ヤマハ,3,FIN
2001,250cc,11,RAC,14,jay-vincent,24,QUB Team Optimum,ヤマハ,2,FIN
2001,250cc,11,RAC,15,jeronimo-vidal,20,PR2 Metrored,アプリリア,1,FIN
2001,250cc,11,RAC,16,david-tomas,16,By Queroseno Racing Team,ホンダ,,FIN
2001,250cc,11,RAC,17,randy-de-puniet,81,Equipe de France - Scrab G,アプリリア,,FIN
2001,250cc,11,RAC,18,luca-boscoscuro,37,Campetella Racing,アプリリア,,FIN
2001,250cc,11,RAC,19,luis-costa,36,Antena 3 Yamaha-d'Antin,ヤマハ,,FIN
2001,250cc,11,RAC,20,katja-poensgen,14,Shell Advance Honda,ホンダ,,FIN
2001,250cc,11,RAC,21,javier-diaz,71,Team Motorsport Racing,ホンダ,,FIN
2001,250cc,11,RAC,22,michael-garcia,72,PS Racing,アプリリア,,FIN
2001,250cc,11,RAC,,cesar-barros,23,Dark Dog Yamaha Kurz,ヤマハ,,DNF
2001,250cc,11,RAC,,taro-sekiguchi,46,Edo Racing,ヤマハ,,DNF
2001,250cc,11,RAC,,alex-hofmann,66,Racing Factory,アプリリア,,DNF
2001,250cc,11,RAC,,riccardo-chiarello,11,Aprilia Grand Prix,アプリリア,,DNF
2001,250cc,11,RAC,,lorenzo-lanzi,57,Campetella Racing,アプリリア,,DNF
2001,250cc,11,RAC,,emilio-alzamora,7,Telefonica Movistar Honda,ホンダ,,DNF
2001,250cc,11,RAC,,sebastian-porto,9,Dark Dog Yamaha Kurz,ヤマハ,,DNF
2001,250cc,11,RAC,,roberto-locatelli,15,MS Eros Ramazzotti Racing,アプリリア,,DNF
2001,250cc,11,RAC,,sylvain-guintoli,50,Equipe de France - Scrab G,アプリリア,,DNF
2001,250cc,11,RAC,,stuart-edwards,45,FCC-TSR,ヤマハ,,DNS
2001,250cc,12,RAC,1,daijiro-kato,74,Telefonica Movistar Honda,ホンダ,25,FIN
2001,250cc,12,RAC,2,tetsuya-harada,31,MS Aprilia Racing,アプリリア,20,FIN
2001,250cc,12,RAC,3,emilio-alzamora,7,Telefonica Movistar Honda,ホンダ,16,FIN
2001,250cc,12,RAC,4,fonsi-nieto,10,Valencia Circuit Aspar Team,アプリリア,13,FIN
2001,250cc,12,RAC,5,jeremy-mcwilliams,99,MS Aprilia Racing,アプリリア,11,FIN
2001,250cc,12,RAC,6,roberto-locatelli,15,MS Eros Ramazzotti Racing,アプリリア,10,FIN
2001,250cc,12,RAC,7,naoki-matsudo,8,Petronas Sprinta Yamaha T,ヤマハ,9,FIN
2001,250cc,12,RAC,8,roberto-rolfo,44,Safilo Oxydo Race,アプリリア,8,FIN
2001,250cc,12,RAC,9,alex-debon,6,Valencia Circuit Aspar Team,アプリリア,7,FIN
2001,250cc,12,RAC,10,jose-david-de-gea,22,Antena 3 Yamaha-d'Antin,ヤマハ,6,FIN
2001,250cc,12,RAC,11,shahrol-yuzy,18,Petronas Sprinta Yamaha T,ヤマハ,5,FIN
2001,250cc,12,RAC,12,david-checa,42,Team Fomma,ホンダ,4,FIN
2001,250cc,12,RAC,13,sebastian-porto,9,Dark Dog Yamaha Kurz,ヤマハ,3,FIN
2001,250cc,12,RAC,14,taro-sekiguchi,46,Edo Racing,ヤマハ,2,FIN
2001,250cc,12,RAC,15,randy-de-puniet,81,Equipe de France - Scrab G,アプリリア,1,FIN
2001,250cc,12,RAC,16,sylvain-guintoli,50,Equipe de France - Scrab G,アプリリア,,FIN
2001,250cc,12,RAC,17,franco-battaini,21,MS Eros Ramazzotti Racing,アプリリア,,FIN
2001,250cc,12,RAC,18,david-tomas,16,By Queroseno Racing Team,ホンダ,,FIN
2001,250cc,12,RAC,19,riccardo-chiarello,11,Aprilia Grand Prix,アプリリア,,FIN
2001,250cc,12,RAC,20,jeronimo-vidal,20,PR2 Metrored,アプリリア,,FIN
2001,250cc,12,RAC,21,alvaro-molina,38,Kolmer Racing Team,ヤマハ,,FIN
2001,250cc,12,RAC,22,cesar-barros,23,Dark Dog Yamaha Kurz,ヤマハ,,FIN
2001,250cc,12,RAC,23,stuart-edwards,45,Fujitsu Siemens,ヤマハ,,FIN
2001,250cc,12,RAC,24,katja-poensgen,14,Shell Advance Honda,ホンダ,,FIN
2001,250cc,12,RAC,,luis-costa,36,Antena 3 Yamaha-d'Antin,ヤマハ,,DNF
2001,250cc,12,RAC,,alex-hofmann,66,Racing Factory,アプリリア,,DNF
2001,250cc,12,RAC,,luca-boscoscuro,37,Campetella Racing,アプリリア,,DNF
2001,250cc,12,RAC,,jay-vincent,24,QUB Team Optimum,ヤマハ,,DNF
2001,250cc,12,RAC,,marco-melandri,5,MS Aprilia Racing,アプリリア,,DNF
2001,250cc,12,RAC,,lorenzo-lanzi,57,Campetella Racing,アプリリア,,DNF
2001,250cc,12,RAC,,gabor-rizmayer,83,Biro Racing Team,ホンダ,,DNF
2001,250cc,13,RAC,1,tetsuya-harada,31,MS Aprilia Racing,アプリリア,25,FIN
2001,250cc,13,RAC,2,emilio-alzamora,7,Telefónica MoviStar Honda,ホンダ,20,FIN
2001,250cc,13,RAC,3,jeremy-mcwilliams,99,/ MS Aprilia Racing (Germany),アプリリア,16,FIN
2001,250cc,13,RAC,4,fonsi-nieto,10,Valência Circuit - Aspar Team,アプリリア,13,FIN
2001,250cc,13,RAC,5,roberto-rolfo,44,Safilo Oxydo Race,アプリリア,11,FIN
2001,250cc,13,RAC,6,roberto-locatelli,15,MS Eros Ramazzotti Racing,アプリリア,10,FIN
2001,250cc,13,RAC,7,naoki-matsudo,8,Petronas Sprinta Yamaha TVK,ヤマハ,9,FIN
2001,250cc,13,RAC,8,franco-battaini,21,MS Eros Ramazzotti Racing,アプリリア,8,FIN
2001,250cc,13,RAC,9,taro-sekiguchi,46,Edo Racing,ヤマハ,7,FIN
2001,250cc,13,RAC,10,nobuyuki-ohsaki,88,SP Tadao Racing Team,ヤマハ,6,FIN
2001,250cc,13,RAC,11,randy-de-puniet,81,Équipe de France - Scrab GP,アプリリア,5,FIN
2001,250cc,13,RAC,12,david-checa,42,Team Fomma,ホンダ,4,FIN
2001,250cc,13,RAC,13,osamu-miyazaki,89,Motorex Daytona,ヤマハ,3,FIN
2001,250cc,13,RAC,14,david-tomas,16,By Queroseno Racing Team,ホンダ,2,FIN
2001,250cc,13,RAC,15,lorenzo-lanzi,57,Campetella Racing,アプリリア,1,FIN
2001,250cc,13,RAC,16,sylvain-guintoli,50,Équipe de France - Scrab GP,アプリリア,,FIN
2001,250cc,13,RAC,17,alex-hofmann,66,Dark Dog Racing Factory (rd 1-9) Racing Factory (rd 10-16),アプリリア,,FIN
2001,250cc,13,RAC,18,alex-debon,6,Valência Circuit - Aspar Team,アプリリア,,FIN
2001,250cc,13,RAC,19,shahrol-yuzy,18,Petronas Sprinta Yamaha TVK,ヤマハ,,FIN
2001,250cc,13,RAC,20,daisaku-sakai,90,RT Endurance,ホンダ,,FIN
2001,250cc,13,RAC,21,hiroshi-aoyama,92,Team Harc-Pro,ホンダ,,FIN
2001,250cc,13,RAC,22,jay-vincent,24,QUB Team Optimum,ヤマハ,,FIN
2001,250cc,13,RAC,23,riccardo-chiarello,11,Aprilia Grand Prix,アプリリア,,FIN
2001,250cc,13,RAC,24,luis-costa,36,Antena 3 Yamaha d'Antin,ヤマハ,,FIN
2001,250cc,13,RAC,25,diego-giugovaz,55,/ MS Aprilia Racing (Germany),アプリリア,,FIN
2001,250cc,13,RAC,26,katja-poensgen,14,Shell Advance Honda,ホンダ,,FIN
2001,250cc,13,RAC,,luca-boscoscuro,37,Campetella Racing,アプリリア,,DNF
2001,250cc,13,RAC,,cesar-barros,23,Yamaha Kurz (rd 1-9) Dark Dog Yamaha Kurz (rd 10-16),ヤマハ,,DNF
2001,250cc,13,RAC,,daijiro-kato,74,Telefónica MoviStar Honda,ホンダ,,DNF
2001,250cc,13,RAC,,marco-melandri,5,MS Aprilia Racing,アプリリア,,DNF
2001,250cc,13,RAC,,stuart-edwards,45,Fujitsu Siemens,ヤマハ,,DNF
2001,250cc,13,RAC,,sebastian-porto,9,Yamaha Kurz (rd 1-9) Dark Dog Yamaha Kurz (rd 10-16),ヤマハ,,DNF
2001,250cc,13,RAC,,jose-david-de-gea,,,ヤマハ,,DNF
2001,250cc,13,RAC,,jeronimo-vidal,20,PR2 Metrored / PR2 - Damas,アプリリア,,DNF
2001,250cc,13,RAC,,takayuki-onodera,91,Morino Kumasan Miztec. RT,ヤマハ,,DNF
2001,250cc,14,RAC,1,daijiro-kato,74,Telefonica Movistar Honda,ホンダ,25,FIN
2001,250cc,14,RAC,2,tetsuya-harada,31,MS Aprilia Racing,アプリリア,20,FIN
2001,250cc,14,RAC,3,roberto-rolfo,44,Safilo Oxydo Race,アプリリア,16,FIN
2001,250cc,14,RAC,4,jeremy-mcwilliams,99,MS Aprilia Racing,アプリリア,13,FIN
2001,250cc,14,RAC,5,fonsi-nieto,10,Valencia Circuit Aspar Team,アプリリア,11,FIN
2001,250cc,14,RAC,6,emilio-alzamora,7,Telefonica Movistar Honda,ホンダ,10,FIN
2001,250cc,14,RAC,7,roberto-locatelli,15,MS Eros Ramazzotti Racing,アプリリア,9,FIN
2001,250cc,14,RAC,8,luca-boscoscuro,37,Campetella Racing,アプリリア,8,FIN
2001,250cc,14,RAC,9,naoki-matsudo,8,Petronas Sprinta Yamaha T,ヤマハ,7,FIN
2001,250cc,14,RAC,10,shahrol-yuzy,18,Petronas Sprinta Yamaha T,ヤマハ,6,FIN
2001,250cc,14,RAC,11,lorenzo-lanzi,57,Campetella Racing,アプリリア,5,FIN
2001,250cc,14,RAC,12,taro-sekiguchi,46,Edo Racing,ヤマハ,4,FIN
2001,250cc,14,RAC,13,riccardo-chiarello,11,Aprilia Grand Prix,アプリリア,3,FIN
2001,250cc,14,RAC,14,david-tomas,16,By Queroseno Racing Team,ホンダ,2,FIN
2001,250cc,14,RAC,15,jeronimo-vidal,20,PR2 - Damas,アプリリア,1,FIN
2001,250cc,14,RAC,16,cesar-barros,23,Dark Dog Yamaha Kurz,ヤマハ,,FIN
2001,250cc,14,RAC,17,diego-giugovaz,55,MS Aprilia Racing,アプリリア,,FIN
2001,250cc,14,RAC,18,luis-costa,36,Antena 3 Yamaha-d'Antin,ヤマハ,,FIN
