year,class,rider_id,team_id,entry_name,maker,machine,number,rank,points,status
2017,Moto2,jorge-navarro,gresini,Federal Oil Gresini Moto2,カレックス,ホンダ製600cc直4エンジン（共通）,,14,60,記憶
2017,Moto2,luca-marini,forward,Forward Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,15,59,記憶
2017,Moto2,lorenzo-baldassarri,forward,Forward Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,16,51,記憶
2017,Moto2,marcel-schrotter,intact,Dynavolt Intact GP,カレックス,ホンダ製600cc直4エンジン（共通）,,17,50,記憶
2017,Moto2,sandro-cortese,intact,Dynavolt Intact GP,カレックス,ホンダ製600cc直4エンジン（共通）,,18,43,記憶
2017,Moto2,axel-pons,rw-racing,RW Racing GP,カレックス,ホンダ製600cc直4エンジン（共通）,,19,27,記憶
2017,Moto2,jesko-raffin,interwetten,Garage Plus Interwetten,カレックス,ホンダ製600cc直4エンジン（共通）,,20,26,記憶
2017,Moto3,joan-mir,leopard,Leopard Racing,ホンダ,,,1,341,記憶
2017,Moto3,romano-fenati,snipers,Marinelli Rivacold Snipers,ホンダ,,,2,248,記憶
2017,Moto3,aron-canet,estrella-galicia,"Estrella Galicia 0,0",ホンダ,,,3,199,記憶
2017,Moto3,jorge-martin,gresini,Del Conca Gresini Moto3,ホンダ,,,4,196,記憶
2017,Moto3,fabio-di-giannantonio,gresini,Del Conca Gresini Moto3,ホンダ,,,5,153,記憶
2017,Moto3,enea-bastianini,estrella-galicia,"Estrella Galicia 0,0",ホンダ,,,6,141,記憶
2017,Moto3,john-mcphee,rtg,British Talent Team,ホンダ,,,7,131,記憶
2017,Moto3,marcos-ramirez,motomex,Motomex Team Moto3,KTM,,,8,123,要確認
2017,Moto3,andrea-migno,vr46,Sky Racing Team VR46,KTM,,,9,118,記憶
2017,Moto3,philipp-ottl,schedl,Südmetall Schedl GP Racing,KTM,,,10,105,要確認
2017,Moto3,juan-francisco-guevara,boe,RBA Boé Racing Team,KTM,,,11,88,記憶
2017,Moto3,nicolo-bulega,vr46,Sky Racing Team VR46,KTM,,,12,81,記憶
2017,Moto3,livio-loi,leopard,Leopard Racing,ホンダ,,,13,80,記憶
2017,Moto3,tatsuki-suzuki,sic58,Sic58 Squadra Corse,ホンダ,,,14,71,記憶
2017,Moto3,bo-bendsneyder,ajo,Red Bull KTM Ajo,KTM,,,15,65,記憶
2017,Moto3,gabriel-rodrigo,boe,RBA Boé Racing Team,KTM,,,16,54,記憶
2017,Moto3,adam-norrodin,sic,SIC Racing Team,ホンダ,,,17,42,要確認
2017,Moto3,niccolo-antonelli,ajo,Red Bull KTM Ajo,KTM,,,18,38,記憶
2017,Moto3,darryn-binder,motomex,Motomex Team Moto3,KTM,,,19,35,要確認
2017,Moto3,ayumu-sasaki,sic,SIC Racing Team,ホンダ,,,20,32,要確認
2018,MotoGP,marc-marquez,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,1,321,確認済
2018,MotoGP,andrea-dovizioso,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,2,245,確認済
2018,MotoGP,valentino-rossi,yamaha-factory,Movistar Yamaha MotoGP,ヤマハ,YZR-M1,,3,198,確認済
2018,MotoGP,maverick-vinales,yamaha-factory,Movistar Yamaha MotoGP,ヤマハ,YZR-M1,,4,193,確認済
2018,MotoGP,alex-rins,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,5,169,確認済
2018,MotoGP,johann-zarco,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,6,158,確認済
2018,MotoGP,cal-crutchlow,lcr,LCR Honda Castrol,ホンダ,RC213V,,7,148,確認済
2018,MotoGP,danilo-petrucci,pramac,Alma Pramac Racing,ドゥカティ,デスモセディチ,,8,144,確認済
2018,MotoGP,jorge-lorenzo,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,9,134,確認済
2018,MotoGP,andrea-iannone,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,10,133,確認済
2018,MotoGP,dani-pedrosa,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,11,117,確認済
2018,MotoGP,alvaro-bautista,aspar,Ángel Nieto Team,ドゥカティ,デスモセディチ,,12,105,確認済
2018,MotoGP,jack-miller,pramac,Alma Pramac Racing,ドゥカティ,デスモセディチ,,13,91,確認済
2018,MotoGP,pol-espargaro,ktm-factory,Red Bull KTM Factory Racing,KTM,RC16,,14,51,確認済
2018,MotoGP,franco-morbidelli,marc-vds,"EG 0,0 Marc VDS",ホンダ,RC213V,,15,50,確認済
2018,MotoGP,hafizh-syahrin,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,16,46,確認済
2018,MotoGP,aleix-espargaro,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,17,44,確認済
2018,MotoGP,bradley-smith,ktm-factory,Red Bull KTM Factory Racing,KTM,RC16,,18,38,確認済
2018,MotoGP,tito-rabat,avintia,Reale Avintia Racing,ドゥカティ,デスモセディチ,,19,35,確認済
2018,MotoGP,takaaki-nakagami,lcr,LCR Honda Idemitsu,ホンダ,RC213V,,20,33,確認済
2018,MotoGP,scott-redding,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,21,20,確認済
2018,MotoGP,michele-pirro,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,22,14,確認済
2018,MotoGP,karel-abraham,aspar,Ángel Nieto Team,ドゥカティ,デスモセディチ,,23,12,確認済
2018,MotoGP,stefan-bradl,honda-hrc,HRC Honda Team,ホンダ,RC213V,,24,10,確認済
2018,MotoGP,mika-kallio,ktm-factory,Red Bull KTM Factory Racing,KTM,RC16,,25,6,確認済
2018,MotoGP,katsuyuki-nakasuga,yamaha-factory,Yamalube Yamaha Factory Racing,ヤマハ,YZR-M1,,26,2,確認済
2018,MotoGP,xavier-simeon,avintia,Reale Avintia Racing,ドゥカティ,デスモセディチ,,27,1,確認済
2018,MotoGP,jordi-torres,avintia,Reale Avintia Racing,ドゥカティ,デスモセディチ,,28,1,確認済
2018,MotoGP,thomas-luthi,marc-vds,"EG 0,0 Marc VDS",ホンダ,RC213V,,29,0,確認済
2018,MotoGP,mike-jones,aspar,Ángel Nieto Team,ドゥカティ,デスモセディチ,,30,0,確認済
2018,MotoGP,sylvain-guintoli,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,31,0,確認済
2018,MotoGP,christophe-ponsson,avintia,Reale Avintia Racing,ドゥカティ,デスモセディチ,,32,0,確認済
2018,MotoGP,loris-baz,ktm-factory,Red Bull KTM Factory Racing,KTM,RC16,,33,0,確認済
2018,Moto2,francesco-bagnaia,vr46,Sky Racing Team VR46,カレックス,ホンダ製600cc直4エンジン（共通）,,1,306,記憶
2018,Moto2,miguel-oliveira,ajo,Red Bull KTM Ajo,KTM,ホンダ製600cc直4エンジン（共通）,,2,297,記憶
2018,Moto2,brad-binder,ajo,Red Bull KTM Ajo,KTM,ホンダ製600cc直4エンジン（共通）,,3,207,記憶
2018,Moto2,alex-marquez,marc-vds,"EG 0,0 Marc VDS",カレックス,ホンダ製600cc直4エンジン（共通）,,4,173,記憶
2018,Moto2,lorenzo-baldassarri,pons,Pons HP40,カレックス,ホンダ製600cc直4エンジン（共通）,,5,162,記憶
2018,Moto2,joan-mir,marc-vds,"EG 0,0 Marc VDS",カレックス,ホンダ製600cc直4エンジン（共通）,,6,155,記憶
2018,Moto2,luca-marini,vr46,Sky Racing Team VR46,カレックス,ホンダ製600cc直4エンジン（共通）,,7,147,記憶
2018,Moto2,marcel-schrotter,intact,Dynavolt Intact GP,カレックス,ホンダ製600cc直4エンジン（共通）,,8,147,記憶
2018,Moto2,mattia-pasini,italtrans,Italtrans Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,9,141,記憶
2018,Moto2,fabio-quartararo,speed-up,HDR Heidrun - Speed Up,スピードアップ,ホンダ製600cc直4エンジン（共通）,,10,138,記憶
2018,Moto2,xavi-vierge,intact,Dynavolt Intact GP,カレックス,ホンダ製600cc直4エンジン（共通）,,11,131,記憶
2018,Moto2,iker-lecuona,swiss-innovative,Swiss Innovative Investors,KTM,ホンダ製600cc直4エンジン（共通）,,12,80,記憶
2018,Moto2,jorge-navarro,gresini,Federal Oil Gresini Moto2,カレックス,ホンダ製600cc直4エンジン（共通）,,13,58,記憶
2018,Moto2,simone-corsi,tasca,Tasca Racing Scuderia Moto2,カレックス,ホンダ製600cc直4エンジン（共通）,,14,53,要確認
2018,Moto2,andrea-locatelli,italtrans,Italtrans Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,15,52,記憶
2018,Moto2,sam-lowes,swiss-innovative,Swiss Innovative Investors,KTM,ホンダ製600cc直4エンジン（共通）,,16,49,記憶
2018,Moto2,dominique-aegerter,kiefer,Kiefer Racing,KTM,ホンダ製600cc直4エンジン（共通）,,17,47,記憶
2018,Moto2,augusto-fernandez,pons,Pons HP40,カレックス,ホンダ製600cc直4エンジン（共通）,,18,45,記憶
2018,Moto2,remy-gardner,tech3,Tech 3 Racing,テック3,ホンダ製600cc直4エンジン（共通）,,19,40,記憶
2018,Moto2,tetsuta-nagashima,honda-team-asia,Idemitsu Honda Team Asia,カレックス,ホンダ製600cc直4エンジン（共通）,,20,27,記憶
2018,Moto3,jorge-martin,gresini,Del Conca Gresini Moto3,ホンダ,,,1,260,記憶
2018,Moto3,fabio-di-giannantonio,gresini,Del Conca Gresini Moto3,ホンダ,,,2,218,記憶
2018,Moto3,marco-bezzecchi,prustel,Redox PrüstelGP,KTM,,,3,214,記憶
2018,Moto3,enea-bastianini,leopard,Leopard Racing,ホンダ,,,4,177,記憶
2018,Moto3,lorenzo-dalla-porta,leopard,Leopard Racing,ホンダ,,,5,151,記憶
2018,Moto3,aron-canet,estrella-galicia,"Estrella Galicia 0,0",ホンダ,,,6,128,記憶
2018,Moto3,gabriel-rodrigo,boe,RBA Boé Skull Rider,KTM,,,7,116,記憶
2018,Moto3,jakub-kornfeil,prustel,Redox PrüstelGP,KTM,,,8,116,記憶
2018,Moto3,albert-arenas,aspar,Ángel Nieto Team Moto3,KTM,,,9,107,記憶
2018,Moto3,marcos-ramirez,motomex,Bester Capital Dubai,KTM,,,10,102,要確認
2018,Moto3,andrea-migno,aspar,Ángel Nieto Team Moto3,KTM,,,11,84,記憶
2018,Moto3,john-mcphee,cip,CIP - Green Power,KTM,,,12,78,記憶
2018,Moto3,jaume-masia,motomex,Bester Capital Dubai,KTM,,,13,76,要確認
2018,Moto3,tatsuki-suzuki,sic58,Sic58 Squadra Corse,ホンダ,,,14,71,記憶
2018,Moto3,niccolo-antonelli,sic58,Sic58 Squadra Corse,ホンダ,,,15,71,記憶
2018,Moto3,philipp-ottl,schedl,Südmetal Schedl GP Racing,KTM,,,16,58,要確認
2018,Moto3,darryn-binder,ajo,Red Bull KTM Ajo,KTM,,,17,57,記憶
2018,Moto3,tony-arbolino,snipers,Marinelli Snipers Team,ホンダ,,,18,57,記憶
2018,Moto3,dennis-foggia,vr46,Sky Racing Team VR46,KTM,,,19,55,記憶
2018,Moto3,ayumu-sasaki,srt-rnf,Petronas Sprinta Racing,ホンダ,,,20,50,記憶
2019,MotoGP,marc-marquez,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,1,420,確認済
2019,MotoGP,andrea-dovizioso,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,2,269,確認済
2019,MotoGP,maverick-vinales,yamaha-factory,Monster Energy Yamaha MotoGP,ヤマハ,YZR-M1,,3,211,確認済
2019,MotoGP,alex-rins,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,4,205,確認済
2019,MotoGP,fabio-quartararo,srt-rnf,Petronas Yamaha SRT,ヤマハ,YZR-M1,,5,192,確認済
2019,MotoGP,danilo-petrucci,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,6,176,確認済
2019,MotoGP,valentino-rossi,yamaha-factory,Monster Energy Yamaha MotoGP,ヤマハ,YZR-M1,,7,174,確認済
2019,MotoGP,jack-miller,pramac,Pramac Racing,ドゥカティ,デスモセディチ,,8,165,確認済
2019,MotoGP,cal-crutchlow,lcr,LCR Honda Castrol,ホンダ,RC213V,,9,133,確認済
2019,MotoGP,franco-morbidelli,srt-rnf,Petronas Yamaha SRT,ヤマハ,YZR-M1,,10,115,確認済
2019,MotoGP,pol-espargaro,ktm-factory,Red Bull KTM Factory Racing,KTM,RC16,,11,100,確認済
2019,MotoGP,joan-mir,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,12,92,確認済
2019,MotoGP,takaaki-nakagami,lcr,LCR Honda Idemitsu,ホンダ,RC213V,,13,74,確認済
2019,MotoGP,aleix-espargaro,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,14,63,確認済
2019,MotoGP,francesco-bagnaia,pramac,Pramac Racing,ドゥカティ,デスモセディチ,,15,54,確認済
2019,MotoGP,andrea-iannone,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,16,43,確認済
2019,MotoGP,miguel-oliveira,tech3,Red Bull KTM Tech3,KTM,RC16,,17,33,確認済
2019,MotoGP,johann-zarco,ktm-factory,Red Bull KTM Factory Racing,KTM,RC16,,18,30,確認済
2019,MotoGP,jorge-lorenzo,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,19,28,確認済
2019,MotoGP,tito-rabat,avintia,Reale Avintia Racing,ドゥカティ,デスモセディチ,,20,23,確認済
2019,MotoGP,stefan-bradl,honda-hrc,Team HRC,ホンダ,RC213V,,21,16,確認済
2019,MotoGP,michele-pirro,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,22,9,確認済
2019,MotoGP,hafizh-syahrin,tech3,Red Bull KTM Tech3,KTM,RC16,,23,9,確認済
2019,MotoGP,karel-abraham,avintia,Reale Avintia Racing,ドゥカティ,デスモセディチ,,24,9,確認済
2019,MotoGP,sylvain-guintoli,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,25,7,確認済
2019,MotoGP,mika-kallio,ktm-factory,Red Bull KTM Factory Racing,KTM,RC16,,26,7,確認済
2019,MotoGP,bradley-smith,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,27,0,確認済
2019,MotoGP,iker-lecuona,tech3,Red Bull KTM Tech3,KTM,RC16,,28,0,確認済
2019,Moto2,alex-marquez,marc-vds,"EG 0,0 Marc VDS",カレックス,トライアンフ製765cc直3エンジン（共通）,,1,262,記憶
2019,Moto2,brad-binder,ajo,Red Bull KTM Ajo,KTM,トライアンフ製765cc直3エンジン（共通）,,2,259,記憶
2019,Moto2,thomas-luthi,intact,Dynavolt Intact GP,カレックス,トライアンフ製765cc直3エンジン（共通）,,3,250,記憶
2019,Moto2,jorge-navarro,speed-up,MB Conveyors Speed Up,スピードアップ,トライアンフ製765cc直3エンジン（共通）,,4,226,記憶
2019,Moto2,augusto-fernandez,pons,Flexbox HP40,カレックス,トライアンフ製765cc直3エンジン（共通）,,5,207,記憶
2019,Moto2,luca-marini,vr46,Sky Racing Team VR46,カレックス,トライアンフ製765cc直3エンジン（共通）,,6,190,記憶
2019,Moto2,lorenzo-baldassarri,pons,Flexbox HP40,カレックス,トライアンフ製765cc直3エンジン（共通）,,7,171,記憶
2019,Moto2,marcel-schrotter,intact,Dynavolt Intact GP,カレックス,トライアンフ製765cc直3エンジン（共通）,,8,137,記憶
2019,Moto2,fabio-di-giannantonio,speed-up,MB Conveyors Speed Up,スピードアップ,トライアンフ製765cc直3エンジン（共通）,,9,108,記憶
2019,Moto2,enea-bastianini,italtrans,Italtrans Racing Team,カレックス,トライアンフ製765cc直3エンジン（共通）,,10,97,記憶
2019,Moto2,jorge-martin,ajo,Red Bull KTM Ajo,KTM,トライアンフ製765cc直3エンジン（共通）,,11,94,記憶
2019,Moto2,iker-lecuona,american-racing,American Racing KTM,KTM,トライアンフ製765cc直3エンジン（共通）,,12,90,記憶
2019,Moto2,xavi-vierge,marc-vds,"EG 0,0 Marc VDS",カレックス,トライアンフ製765cc直3エンジン（共通）,,13,81,記憶
2019,Moto2,tetsuta-nagashima,sag,Onexox TKKR SAG Team,カレックス,トライアンフ製765cc直3エンジン（共通）,,14,78,記憶
2019,Moto2,remy-gardner,sag,Onexox TKKR SAG Team,カレックス,トライアンフ製765cc直3エンジン（共通）,,15,77,記憶
2019,Moto2,sam-lowes,gresini,Federal Oil Gresini Moto2,カレックス,トライアンフ製765cc直3エンジン（共通）,,16,66,記憶
2019,Moto2,nicolo-bulega,vr46,Sky Racing Team VR46,カレックス,トライアンフ製765cc直3エンジン（共通）,,17,48,記憶
2019,Moto2,andrea-locatelli,italtrans,Italtrans Racing Team,カレックス,トライアンフ製765cc直3エンジン（共通）,,18,46,記憶
2019,Moto2,stefano-manzi,forward,MV Agusta Temporary Forward,MVアグスタ,トライアンフ製765cc直3エンジン（共通）,,19,39,記憶
2019,Moto2,mattia-pasini,pons,Flexbox HP40,カレックス,トライアンフ製765cc直3エンジン（共通）,,20,35,記憶
2019,Moto3,lorenzo-dalla-porta,leopard,Leopard Racing,ホンダ,,,1,279,記憶
2019,Moto3,aron-canet,max-racing,Sterilgarda Max Racing Team,KTM,,,2,200,記憶
2019,Moto3,marcos-ramirez,leopard,Leopard Racing,ホンダ,,,3,183,記憶
2019,Moto3,tony-arbolino,snipers,VNE Snipers,ホンダ,,,4,175,記憶
2019,Moto3,john-mcphee,srt-rnf,Petronas Sprinta Racing,ホンダ,,,5,156,記憶
2019,Moto3,celestino-vietti,vr46,Sky Racing Team VR46,KTM,,,6,135,記憶
2019,Moto3,niccolo-antonelli,sic58,Sic58 Squadra Corse,ホンダ,,,7,128,記憶
2019,Moto3,tatsuki-suzuki,sic58,Sic58 Squadra Corse,ホンダ,,,8,124,記憶
2019,Moto3,jaume-masia,mugen,Mugen Race,KTM,,,9,121,要確認
2019,Moto3,ai-ogura,honda-team-asia,Honda Team Asia,ホンダ,,,10,109,記憶
2019,Moto3,albert-arenas,aspar,Valresa Ángel Nieto Team,KTM,,,11,108,記憶
2019,Moto3,dennis-foggia,vr46,Sky Racing Team VR46,KTM,,,12,97,記憶
2019,Moto3,andrea-migno,mugen,Mugen Race,KTM,,,13,78,要確認
2019,Moto3,jakub-kornfeil,prustel,Redox PrüstelGP,KTM,,,14,78,記憶
2019,Moto3,sergio-garcia,estrella-galicia,"Estrella Galicia 0,0",ホンダ,,,15,76,記憶
2019,Moto3,romano-fenati,snipers,VNE Snipers,ホンダ,,,16,76,記憶
2019,Moto3,alonso-lopez,estrella-galicia,"Estrella Galicia 0,0",ホンダ,,,17,71,記憶
2019,Moto3,gabriel-rodrigo,gresini,Kömmerling Gresini Moto3,ホンダ,,,18,67,記憶
2019,Moto3,kaito-toba,honda-team-asia,Honda Team Asia,ホンダ,,,19,63,記憶
2019,Moto3,ayumu-sasaki,srt-rnf,Petronas Sprinta Racing,ホンダ,,,20,62,記憶
2020,MotoGP,joan-mir,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,1,171,確認済
2020,MotoGP,franco-morbidelli,srt-rnf,Petronas Yamaha SRT,ヤマハ,YZR-M1,,2,158,確認済
2020,MotoGP,alex-rins,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,3,139,確認済
2020,MotoGP,andrea-dovizioso,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,4,135,確認済
2020,MotoGP,pol-espargaro,ktm-factory,Red Bull KTM Factory Racing,KTM,RC16,,5,135,確認済
2020,MotoGP,maverick-vinales,yamaha-factory,Monster Energy Yamaha MotoGP,ヤマハ,YZR-M1,,6,132,確認済
2020,MotoGP,jack-miller,pramac,Pramac Racing,ドゥカティ,デスモセディチ,,7,132,確認済
2020,MotoGP,fabio-quartararo,srt-rnf,Petronas Yamaha SRT,ヤマハ,YZR-M1,,8,127,確認済
2020,MotoGP,miguel-oliveira,tech3,Red Bull KTM Tech3,KTM,RC16,,9,125,確認済
2020,MotoGP,takaaki-nakagami,lcr,LCR Honda Idemitsu,ホンダ,RC213V,,10,116,確認済
2020,MotoGP,brad-binder,ktm-factory,Red Bull KTM Factory Racing,KTM,RC16,,11,87,確認済
2020,MotoGP,danilo-petrucci,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,12,78,確認済
2020,MotoGP,johann-zarco,pons,Esponsorama Racing,ホンダ,RC213V,,13,77,確認済
2020,MotoGP,alex-marquez,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,14,74,確認済
2020,MotoGP,valentino-rossi,yamaha-factory,Monster Energy Yamaha MotoGP,ヤマハ,YZR-M1,,15,66,確認済
2020,MotoGP,francesco-bagnaia,pramac,Pramac Racing,ドゥカティ,デスモセディチ,,16,47,確認済
2020,MotoGP,aleix-espargaro,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,17,42,確認済
2020,MotoGP,cal-crutchlow,lcr,LCR Honda Castrol,ホンダ,RC213V,,18,32,確認済
2020,MotoGP,stefan-bradl,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,19,27,確認済
2020,MotoGP,iker-lecuona,tech3,Red Bull KTM Tech3,KTM,RC16,,20,27,確認済
2020,MotoGP,bradley-smith,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,21,12,確認済
2020,MotoGP,tito-rabat,pons,Esponsorama Racing,ホンダ,RC213V,,22,10,確認済
2020,MotoGP,michele-pirro,pramac,Pramac Racing,ドゥカティ,デスモセディチ,,23,4,確認済
2020,MotoGP,mika-kallio,tech3,Red Bull KTM Tech3,KTM,RC16,,24,0,確認済
2020,MotoGP,lorenzo-savadori,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,25,0,確認済
2020,MotoGP,marc-marquez,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,26,0,確認済
2020,MotoGP,garrett-gerloff,yamaha-factory,Monster Energy Yamaha MotoGP,ヤマハ,YZR-M1,,27,0,確認済
2020,Moto2,enea-bastianini,italtrans,Italtrans Racing Team,カレックス,トライアンフ製765cc直3エンジン（共通）,,1,205,記憶
2020,Moto2,luca-marini,vr46,Sky Racing Team VR46,カレックス,トライアンフ製765cc直3エンジン（共通）,,2,196,記憶
2020,Moto2,sam-lowes,marc-vds,"EG 0,0 Marc VDS",カレックス,トライアンフ製765cc直3エンジン（共通）,,3,196,記憶
2020,Moto2,marco-bezzecchi,vr46,Sky Racing Team VR46,カレックス,トライアンフ製765cc直3エンジン（共通）,,4,184,記憶
2020,Moto2,jorge-martin,ajo,Red Bull KTM Ajo,カレックス,トライアンフ製765cc直3エンジン（共通）,,5,160,記憶
2020,Moto2,remy-gardner,sag,Onexox TKKR SAG Team,カレックス,トライアンフ製765cc直3エンジン（共通）,,6,135,記憶
2020,Moto2,joe-roberts,american-racing,Tennor American Racing,カレックス,トライアンフ製765cc直3エンジン（共通）,,7,94,記憶
2020,Moto2,tetsuta-nagashima,ajo,Red Bull KTM Ajo,カレックス,トライアンフ製765cc直3エンジン（共通）,,8,91,記憶
2020,Moto2,marcel-schrotter,intact,Liqui Moly Intact GP,カレックス,トライアンフ製765cc直3エンジン（共通）,,9,81,記憶
2020,Moto2,xavi-vierge,srt-rnf,Petronas Sprinta Racing,カレックス,トライアンフ製765cc直3エンジン（共通）,,10,79,記憶
2020,Moto2,thomas-luthi,intact,Liqui Moly Intact GP,カレックス,トライアンフ製765cc直3エンジン（共通）,,11,72,記憶
2020,Moto2,lorenzo-baldassarri,pons,Flexbox HP40,カレックス,トライアンフ製765cc直3エンジン（共通）,,12,71,記憶
2020,Moto2,augusto-fernandez,marc-vds,"EG 0,0 Marc VDS",カレックス,トライアンフ製765cc直3エンジン（共通）,,13,71,記憶
2020,Moto2,aron-canet,aspar,Pull&Bear Aspar Team Moto2,スピードアップ,トライアンフ製765cc直3エンジン（共通）,,14,67,記憶
2020,Moto2,fabio-di-giannantonio,speed-up,Beta Tools Speed Up,スピードアップ,トライアンフ製765cc直3エンジン（共通）,,15,65,記憶
2020,Moto2,hector-garzo,pons,Flexbox HP40,カレックス,トライアンフ製765cc直3エンジン（共通）,,16,63,記憶
2020,Moto2,jorge-navarro,speed-up,Beta Tools Speed Up,スピードアップ,トライアンフ製765cc直3エンジン（共通）,,17,58,記憶
2020,Moto2,jake-dixon,srt-rnf,Petronas Sprinta Racing,カレックス,トライアンフ製765cc直3エンジン（共通）,,18,44,記憶
2020,Moto2,marcos-ramirez,american-racing,Tennor American Racing,カレックス,トライアンフ製765cc直3エンジン（共通）,,19,37,記憶
2020,Moto2,nicolo-bulega,gresini,Federal Oil Gresini Moto2,カレックス,トライアンフ製765cc直3エンジン（共通）,,20,32,記憶
2020,Moto3,albert-arenas,aspar,Gaviota Aspar Team Moto3,KTM,,,1,174,記憶
2020,Moto3,tony-arbolino,snipers,Rivacold Snipers Team,ホンダ,,,2,170,記憶
2020,Moto3,ai-ogura,honda-team-asia,Honda Team Asia,ホンダ,,,3,170,記憶
2020,Moto3,raul-fernandez,ajo,Red Bull KTM Ajo,KTM,,,4,159,記憶
2020,Moto3,celestino-vietti,vr46,Sky Racing Team VR46,KTM,,,5,146,記憶
2020,Moto3,jaume-masia,leopard,Leopard Racing,ホンダ,,,6,140,記憶
2020,Moto3,john-mcphee,srt-rnf,Petronas Sprinta Racing,ホンダ,,,7,131,記憶
2020,Moto3,darryn-binder,cip,CIP Green Power,KTM,,,8,122,記憶
2020,Moto3,sergio-garcia,estrella-galicia,"Estrella Galicia 0,0",ホンダ,,,9,90,記憶
2020,Moto3,dennis-foggia,leopard,Leopard Racing,ホンダ,,,10,89,記憶
2020,Moto3,jeremy-alcoba,gresini,Kömmerling Gresini Moto3,ホンダ,,,11,87,記憶
2020,Moto3,tatsuki-suzuki,sic58,Sic58 Squadra Corse,ホンダ,,,12,83,記憶
2020,Moto3,gabriel-rodrigo,gresini,Kömmerling Gresini Moto3,ホンダ,,,13,80,記憶
2020,Moto3,romano-fenati,max-racing,Sterilgarda Max Racing Team,KTM,,,14,77,記憶
2020,Moto3,andrea-migno,vr46,Sky Racing Team VR46,KTM,,,15,60,記憶
2020,Moto3,ayumu-sasaki,tech3,Red Bull KTM Tech3,KTM,,,16,52,記憶
2020,Moto3,deniz-oncu,tech3,Red Bull KTM Tech3,KTM,,,17,50,記憶
2020,Moto3,kaito-toba,ajo,Red Bull KTM Ajo,KTM,,,18,41,記憶
2020,Moto3,niccolo-antonelli,sic58,Sic58 Squadra Corse,ホンダ,,,19,40,記憶
2020,Moto3,stefano-nepa,aspar,Gaviota Aspar Team Moto3,KTM,,,20,38,記憶
2021,MotoGP,fabio-quartararo,yamaha-factory,Monster Energy Yamaha MotoGP,ヤマハ,YZR-M1,,1,278,確認済
2021,MotoGP,francesco-bagnaia,ducati-lenovo,Ducati Lenovo Team,ドゥカティ,デスモセディチ,,2,252,確認済
2021,MotoGP,joan-mir,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,3,208,確認済
2021,MotoGP,jack-miller,ducati-lenovo,Ducati Lenovo Team,ドゥカティ,デスモセディチ,,4,181,確認済
2021,MotoGP,johann-zarco,pramac,Pramac Racing,ドゥカティ,デスモセディチ,,5,173,確認済
2021,MotoGP,brad-binder,ktm-factory,Red Bull KTM Factory Racing,KTM,RC16,,6,151,確認済
2021,MotoGP,marc-marquez,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,7,142,確認済
2021,MotoGP,aleix-espargaro,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,8,120,確認済
2021,MotoGP,jorge-martin,pramac,Pramac Racing,ドゥカティ,デスモセディチ,,9,111,確認済
